"
Time","
Stock Daily Close - Unadjusted Prices USA OTC OTC Bulletin Board Markets IWSY Imageware Systems Inc  -   - USD"
"20120809",0.77
"20120810",0.81
"20120813",0.82
"20120814",0.87
"20120815",0.9
"20120816",0.9
"20120817",0.89
"20120820",0.85
"20120821",0.85
"20120822",0.85
"20120823",0.85
"20120824",0.9
"20120827",0.91
"20120828",0.93
"20120829",0.93
"20120830",0.92
"20120831",0.91
"20120904",0.92
"20120905",0.95
"20120906",0.95
"20120907",0.95
"20120910",1.02
"20120911",1.01
"20120912",1.12
"20120913",1.07
"20120914",1.17
"20120917",1.19
"20120918",1.19
"20120919",1.29
"20120920",1.26
"20120921",1.25
"20120924",1.25
"20120925",1.24
"20120926",1.19
"20120927",1.17
"20120928",1.19
"20121001",1.2
"20121002",1.19
"20121003",1.19
"20121004",1.13
"20121005",1.05
"20121008",1.05
"20121009",1.02
"20121010",1.05
"20121011",1.03
"20121012",1.07
"20121015",1.05
"20121016",1.05
"20121017",1.05
"20121018",1.04
"20121019",1.05
"20121022",0.98
"20121023",1.0
"20121024",0.89
"20121025",0.9
"20121026",0.98
"20121031",0.85
"20121101",0.83
"20121102",0.79
"20121105",0.85
"20121106",0.9
"20121107",0.96
"20121108",0.9
"20121109",0.9
"20121112",0.92
"20121113",0.93
"20121114",0.84
"20121115",0.85
"20121116",0.88
"20121119",0.88
"20121120",0.81
"20121121",0.88
"20121123",0.88
"20121126",0.9
"20121127",0.84
"20121128",0.9
"20121129",0.86
"20121130",0.89
"20121203",0.89
"20121204",0.85
"20121205",0.81
"20121206",0.78
"20121207",0.8
"20121210",0.8
"20121211",0.82
"20121212",0.76
"20121213",0.84
"20121214",0.86
"20121217",0.85
"20121218",0.85
"20121219",0.86
"20121220",0.8
"20121221",0.8
"20121224",0.81
"20121226",0.8
"20121227",0.79
"20121228",0.79
"20121231",0.85
"20130102",0.86
"20130103",0.9
"20130104",1.11
"20130107",1.05
"20130108",1.05
"20130109",1.05
"20130110",0.97
"20130111",0.82
"20130114",1.0
"20130115",1.0
"20130116",1.01
"20130117",0.99
"20130118",1.0
"20130122",0.97
"20130123",0.99
"20130124",0.93
"20130125",0.93
"20130128",0.9
"20130129",0.99
"20130130",0.99
"20130131",0.98
"20130201",0.94
"20130204",0.9
"20130205",0.94
"20130206",0.9
"20130207",0.9
"20130208",0.93
"20130211",0.96
"20130212",0.98
"20130213",0.9
"20130214",0.94
"20130215",0.91
"20130219",0.91
"20130220",0.9
"20130221",0.91
"20130222",0.91
"20130225",0.95
"20130226",0.92
"20130227",0.94
"20130228",0.95
"20130301",0.95
"20130304",0.95
"20130305",0.95
"20130306",0.95
"20130307",0.92
"20130308",0.96
"20130311",0.97
"20130312",0.97
"20130313",0.95
"20130314",0.94
"20130315",0.94
"20130318",0.94
"20130319",0.94
"20130320",0.91
"20130321",0.94
"20130322",0.96
"20130325",1.13
"20130326",1.09
"20130327",1.13
"20130328",1.13
"20130401",1.12
"20130402",1.0
"20130403",0.88
"20130404",0.98
"20130405",1.1
"20130408",1.28
"20130409",1.28
"20130410",1.25
"20130411",1.17
"20130412",1.02
"20130415",1.0
"20130416",1.0
"20130417",1.05
"20130418",1.0
"20130419",1.0
"20130422",0.98
"20130423",1.05
"20130424",1.0
"20130425",0.94
"20130426",1.0
"20130429",0.95
"20130430",1.0
"20130501",1.0
"20130502",0.99
"20130503",0.93
"20130506",0.98
"20130507",1.03
"20130508",1.01
"20130509",1.03
"20130510",1.08
"20130513",1.13
"20130514",1.24
"20130515",1.44
"20130516",1.39
"20130517",1.44
"20130520",1.47
"20130521",1.47
"20130522",1.41
"20130523",1.46
"20130524",1.7
"20130528",1.62
"20130529",1.45
"20130530",1.5
"20130531",1.52
"20130603",1.52
"20130604",1.49
"20130605",1.47
"20130606",1.52
"20130607",1.6
"20130610",1.57
"20130611",1.6
"20130612",1.68
"20130613",1.82
"20130614",2.1
"20130617",2.3
"20130618",2.04
"20130619",2.09
"20130620",2.0
"20130621",1.99
"20130624",2.17
"20130625",2.2
"20130626",2.22
"20130627",2.28
"20130628",2.6
"20130701",2.67
"20130702",2.32
"20130703",2.17
"20130705",2.39
"20130708",2.6
"20130709",2.51
"20130710",2.39
"20130711",2.3
"20130712",2.3
"20130715",2.35
"20130716",2.3
"20130717",2.28
"20130718",2.24
"20130719",2.25
"20130722",2.39
"20130723",2.29
"20130724",2.28
"20130725",2.23
"20130726",2.21
"20130729",2.37
"20130730",2.37
"20130731",2.36
"20130801",2.34
"20130802",2.31
"20130805",2.34
"20130806",2.29
"20130807",2.3
"20130808",2.3
"20130809",2.21
"20130812",2.31
"20130813",2.37
"20130814",2.48
"20130815",2.23
"20130816",2.41
"20130819",2.44
"20130820",2.31
"20130821",2.38
"20130822",2.4
"20130823",2.32
"20130826",2.27
"20130827",2.2
"20130828",2.22
"20130829",2.26
"20130830",2.22
"20130903",2.23
"20130904",2.19
"20130905",2.05
"20130906",1.86
"20130909",1.72
"20130910",1.83
"20130911",2.0
"20130912",1.95
"20130913",1.89
"20130916",1.96
"20130917",1.8
"20130918",1.74
"20130919",1.77
"20130920",1.76
"20130923",1.72
"20130924",1.62
"20130925",1.73
"20130926",1.7
"20130927",1.65
"20130930",1.59
"20131001",1.53
"20131002",1.61
"20131003",1.55
"20131004",1.58
"20131007",1.5
"20131008",1.31
"20131009",1.46
"20131010",1.54
"20131011",1.55
"20131014",1.51
"20131015",1.55
"20131016",1.46
"20131017",1.7
"20131018",2.02
"20131021",1.98
"20131022",2.02
"20131023",1.99
"20131024",2.03
"20131025",2.09
"20131028",2.08
"20131029",1.93
"20131030",2.0
"20131031",2.01
"20131101",1.97
"20131104",2.06
"20131105",2.05
"20131106",2.02
"20131107",1.97
"20131108",1.98
"20131111",2.02
"20131112",1.9
"20131113",1.86
"20131114",1.66
"20131115",1.79
"20131118",1.75
"20131119",1.72
"20131120",1.55
"20131121",1.55
"20131122",1.64
"20131125",1.68
"20131126",1.67
"20131127",1.81
"20131129",1.87
"20131202",1.72
"20131203",1.65
"20131204",1.67
"20131205",1.8
"20131206",1.82
"20131209",1.82
"20131210",1.72
"20131211",1.63
"20131212",1.61
"20131213",1.74
"20131216",1.7
"20131217",1.75
"20131218",1.78
"20131219",1.88
"20131220",1.87
"20131223",1.85
"20131224",1.85
"20131226",1.83
"20131227",1.9
"20131230",1.93
"20131231",1.93
"20140102",1.94
"20140103",1.97
"20140106",2.01
"20140107",2.04
"20140108",2.0
"20140109",2.0
"20140110",2.01
"20140113",2.0
"20140114",2.01
"20140115",2.0
"20140116",1.97
"20140117",2.0
"20140121",1.93
"20140122",1.93
"20140123",1.98
"20140124",2.09
"20140127",2.14
"20140128",2.09
"20140129",2.06
"20140130",2.07
"20140131",2.07
"20140203",2.03
"20140204",2.03
"20140205",2.0
"20140206",1.95
"20140207",1.91
"20140210",1.88
"20140211",1.79
"20140212",1.82
"20140213",1.86
"20140214",1.94
"20140218",1.9
"20140219",1.88
"20140220",1.88
"20140221",1.9
"20140224",1.89
"20140225",1.88
"20140226",1.89
"20140227",1.9
"20140228",1.89
"20140303",1.85
"20140304",2.05
"20140305",2.09
"20140306",2.25
"20140307",2.2
"20140310",2.34
"20140311",2.35
"20140312",2.31
"20140313",2.21
"20140314",2.28
"20140317",2.3
"20140318",2.25
"20140319",2.23
"20140320",2.12
"20140321",2.1
"20140324",1.95
"20140325",1.97
"20140326",2.05
"20140327",2.05
"20140328",2.0
"20140331",2.03
"20140401",2.14
"20140402",2.15
"20140403",2.15
"20140404",2.15
"20140407",2.08
"20140408",2.07
"20140409",2.01
"20140410",2.03
"20140411",2.02
"20140414",2.0
"20140415",1.96
"20140416",1.98
"20140417",1.96
"20140421",2.01
"20140422",2.0
"20140423",1.95
"20140424",1.81
"20140425",1.71
"20140428",1.72
"20140429",1.85
"20140430",1.86
"20140501",1.81
"20140502",1.76
"20140505",1.76
"20140506",1.79
"20140507",1.75
"20140508",1.73
"20140509",1.73
"20140512",1.8
"20140513",2.06
"20140514",1.99
"20140515",1.99
"20140516",1.95
"20140519",1.97
"20140520",1.92
"20140521",1.96
"20140522",2.03
"20140523",2.04
"20140527",2.09
"20140528",2.12
"20140529",2.2
"20140530",2.17
"20140602",2.13
"20140603",2.12
"20140604",2.19
"20140605",2.24
"20140606",2.35
"20140609",2.4
"20140610",2.3
"20140611",2.29
"20140612",2.34
"20140613",2.39
"20140616",2.32
"20140617",2.33
"20140618",2.34
"20140619",2.4
"20140620",2.38
"20140623",2.39
"20140624",2.35
"20140625",2.31
"20140626",2.34
"20140627",2.28
"20140630",2.25
"20140701",2.15
"20140702",2.15
"20140703",2.25
"20140707",2.27
"20140708",2.22
"20140709",2.22
"20140710",2.33
"20140711",2.34
"20140714",2.33
"20140715",2.3
"20140716",2.37
"20140717",2.36
"20140718",2.33
"20140721",2.25
"20140722",2.3
"20140723",2.3
"20140724",2.27
"20140725",2.24
"20140728",2.22
"20140729",2.2
"20140730",2.13
"20140731",2.09
"20140801",2.0
"20140804",2.05
"20140805",2.08
"20140806",2.19
"20140807",2.2
"20140808",2.22
"20140811",2.19
"20140812",2.32
"20140813",2.37
"20140814",2.35
"20140815",2.36
"20140818",2.4
"20140819",2.37
"20140820",2.34
"20140821",2.35
"20140822",2.33
"20140825",2.27
"20140826",2.35
"20140827",2.35
"20140828",2.41
"20140829",2.65
"20140902",2.91
"20140903",2.79
"20140904",2.52
"20140905",2.46
"20140908",2.3
"20140909",2.26
"20140910",2.05
"20140911",2.07
"20140912",2.18
"20140915",2.06
"20140916",2.06
"20140917",2.0
"20140918",2.09
"20140919",2.15
"20140922",2.06
"20140923",2.0
"20140924",2.0
"20140925",2.04
"20140926",2.06
"20140929",2.14
"20140930",2.13
"20141001",2.09
"20141002",2.02
"20141003",2.02
"20141006",2.09
"20141007",2.13
"20141008",2.06
"20141009",2.1
"20141010",2.05
"20141013",2.04
"20141014",2.0
"20141015",1.87
"20141016",2.0
"20141017",2.0
"20141020",2.0
"20141021",1.93
"20141022",1.93
"20141023",1.88
"20141024",1.88
"20141027",1.9
"20141028",1.86
"20141029",1.82
"20141030",1.81
"20141031",1.92
"20141103",1.88
"20141104",1.89
"20141105",1.85
"20141106",1.9
"20141107",1.9
"20141110",1.87
"20141111",1.9
"20141112",1.86
"20141113",1.9
"20141114",2.2
"20141117",2.3
"20141118",1.96
"20141119",1.98
"20141120",1.95
"20141121",1.91
"20141124",1.78
"20141125",1.67
"20141126",1.82
"20141128",2.1
"20141201",2.01
"20141202",2.24
"20141203",2.28
"20141204",2.4
"20141205",2.39
"20141208",2.25
"20141209",2.3
"20141210",2.27
"20141211",2.35
"20141212",2.22
"20141215",2.39
"20141216",2.31
"20141217",2.39
"20141218",2.29
"20141219",2.34
"20141222",2.35
"20141223",2.3
"20141224",2.34
"20141226",2.36
"20141229",2.31
"20141230",2.3
"20141231",2.4
"20150102",2.27
"20150105",2.25
"20150106",2.26
"20150107",2.24
"20150108",2.23
"20150109",2.21
"20150112",2.19
"20150113",2.24
"20150114",2.13
"20150115",2.08
"20150116",2.06
"20150120",1.97
"20150121",1.71
"20150122",1.9
"20150123",1.71
"20150126",1.72
"20150127",1.71
"20150128",1.85
"20150129",1.88
"20150130",1.86
"20150202",1.78
"20150203",1.81
"20150204",1.83
"20150205",1.9
"20150206",1.96
"20150209",2.05
"20150210",1.94
"20150211",1.93
"20150212",1.94
"20150213",1.94
"20150217",1.91
"20150218",1.9
"20150219",1.88
"20150220",1.9
"20150223",1.89
"20150224",1.9
"20150225",1.91
"20150226",1.87
"20150227",1.9
"20150302",1.84
"20150303",1.8
"20150304",1.79
"20150305",1.8
"20150306",1.84
"20150309",1.8
"20150310",1.8
"20150311",1.77
"20150312",1.8
"20150313",1.9
"20150316",1.9
"20150317",1.8
"20150318",1.76
"20150319",1.74
"20150320",1.75
"20150323",1.73
"20150324",1.72
"20150325",1.67
"20150326",1.57
"20150327",1.6
"20150330",1.69
"20150331",1.79
"20150401",1.78
"20150402",1.74
"20150406",1.79
"20150407",1.78
"20150408",1.78
"20150409",1.8
"20150410",1.76
"20150413",1.79
"20150414",1.8
"20150415",1.8
"20150416",1.79
"20150417",1.8
"20150420",1.8
"20150421",1.78
"20150422",1.83
"20150423",1.84
"20150424",1.89
"20150427",1.85
"20150428",1.81
"20150429",1.82
"20150430",1.82
"20150501",1.81
"20150504",1.82
"20150505",1.81
"20150506",1.8
"20150507",1.76
"20150508",1.65
"20150511",1.53
"20150512",1.61
"20150513",1.62
"20150514",1.6
"20150515",1.64
"20150518",1.71
"20150519",1.7
"20150520",1.67
"20150521",1.69
"20150522",1.7
"20150526",1.65
"20150527",1.6
"20150528",1.59
"20150529",1.6
"20150601",1.56
"20150602",1.64
"20150603",1.63
"20150604",1.61
"20150605",1.64
"20150608",1.73
"20150609",1.77
"20150610",1.78
"20150611",1.75
"20150612",1.8
"20150615",1.82
"20150616",1.78
"20150617",1.75
"20150618",1.76
"20150619",1.8
"20150622",1.78
"20150623",1.75
"20150624",1.74
"20150625",1.72
"20150626",1.75
"20150629",1.63
"20150630",1.64
"20150701",1.64
"20150702",1.58
"20150706",1.73
"20150707",1.7
"20150708",1.7
"20150709",1.68
"20150710",1.77
"20150713",1.69
"20150714",1.82
"20150715",1.8
"20150716",1.7
"20150717",1.75
"20150720",1.77
"20150721",1.7
"20150722",1.68
"20150723",1.63
"20150724",1.7
"20150727",1.72
"20150728",1.8
"20150729",1.82
"20150730",1.81
"20150731",1.76
"20150803",1.72
"20150804",1.73
"20150805",1.8
"20150806",1.7
"20150807",1.7
"20150810",1.7
"20150811",1.82
"20150812",1.8
"20150813",1.75
"20150814",1.73
"20150817",1.7
"20150818",1.73
"20150819",1.73
"20150820",1.7
"20150821",1.7
"20150824",1.6
"20150825",1.62
"20150826",1.69
"20150827",1.68
"20150828",1.72
"20150831",1.74
"20150901",1.75
"20150902",1.76
"20150903",1.76
"20150904",1.7
"20150908",1.69
"20150909",1.68
"20150910",1.66
"20150911",1.7
"20150914",1.77
"20150915",1.78
"20150916",1.82
"20150917",1.84
"20150918",1.76
"20150921",1.68
"20150922",1.64
"20150923",1.58
"20150924",1.55
"20150925",1.5
"20150928",1.51
"20150929",1.6
"20150930",1.5
"20151001",1.5
"20151002",1.5
"20151005",1.58
"20151006",1.58
"20151007",1.52
"20151008",1.51
"20151009",1.53
"20151012",1.47
"20151013",1.49
"20151014",1.49
"20151015",1.49
"20151016",1.52
"20151019",1.52
"20151020",1.52
"20151021",1.44
"20151022",1.4
"20151023",1.49
"20151026",1.5
"20151027",1.48
"20151028",1.48
"20151029",1.35
"20151030",1.25
"20151102",1.47
"20151103",1.38
"20151104",1.34
"20151105",1.3
"20151106",1.15
"20151109",1.38
"20151110",1.45
"20151111",1.48
"20151112",1.54
"20151113",1.63
"20151116",1.49
"20151117",1.15
"20151118",1.18
"20151119",1.16
"20151120",1.1
"20151123",1.11
"20151124",1.0
"20151125",1.36
"20151127",1.3
"20151130",1.25
"20151201",1.2
"20151202",1.21
"20151203",1.13
"20151204",1.2
"20151207",1.14
"20151208",1.09
"20151209",1.11
"20151210",1.09
"20151211",1.07
"20151214",1.07
"20151215",1.07
"20151216",1.03
"20151217",1.07
"20151218",1.14
"20151221",1.12
"20151222",1.05
"20151223",1.11
"20151224",1.09
"20151228",1.18
"20151229",1.17
"20151230",1.25
"20151231",1.3
"20160104",1.34
"20160105",1.33
"20160106",1.2
"20160107",1.16
"20160108",1.2
"20160111",1.19
"20160112",1.19
"20160113",1.08
"20160114",1.06
"20160115",1.12
"20160119",1.03
"20160120",0.98
"20160121",0.99
"20160122",1.11
"20160125",1.12
"20160126",1.13
"20160127",1.07
"20160128",1.06
"20160129",1.06
"20160201",1.07
"20160202",1.01
"20160203",1.01
"20160204",1.0
"20160205",1.03
"20160208",0.95
"20160209",0.93
"20160210",0.95
"20160211",0.94
"20160212",0.99
"20160216",0.99
"20160217",1.02
"20160218",1.05
"20160219",1.03
"20160222",1.02
"20160223",0.97
"20160224",1.01
"20160225",1.08
"20160226",1.14
"20160229",1.25
"20160301",1.37
"20160302",1.38
"20160303",1.41
"20160304",1.34
"20160307",1.36
"20160308",1.36
"20160309",1.35
"20160310",1.25
"20160311",1.32
"20160314",1.28
"20160315",1.27
"20160316",1.3
"20160317",1.25
"20160318",1.33
"20160321",1.38
"20160322",1.36
"20160323",1.31
"20160324",1.33
"20160328",1.34
"20160329",1.34
"20160330",1.33
"20160331",1.49
"20160401",1.45
"20160404",1.46
"20160405",1.4
"20160406",1.47
"20160407",1.45
"20160408",1.45
"20160411",1.39
"20160412",1.45
"20160413",1.42
"20160414",1.43
"20160415",1.49
"20160418",1.48
"20160419",1.47
"20160420",1.47
"20160421",1.48
"20160422",1.47
"20160425",1.42
"20160426",1.45
"20160427",1.4
"20160428",1.4
"20160429",1.48
"20160502",1.43
"20160503",1.43
"20160504",1.41
"20160505",1.4
"20160506",1.46
"20160509",1.45
"20160510",1.42
"20160511",1.3
"20160512",1.29
"20160513",1.29
"20160516",1.29
"20160517",1.28
"20160518",1.23
"20160519",1.24
"20160520",1.22
"20160523",1.22
"20160524",1.2
"20160525",1.18
"20160526",1.18
"20160527",1.11
"20160531",1.15
"20160601",1.25
"20160602",1.3
"20160603",1.38
"20160606",1.37
"20160607",1.36
"20160608",1.35
"20160609",1.35
"20160610",1.35
"20160613",1.36
"20160614",1.36
"20160615",1.38
"20160616",1.35
"20160617",1.31
"20160620",1.3
"20160621",1.3
"20160622",1.31
"20160623",1.31
"20160624",1.29
"20160627",1.2
"20160628",1.18
"20160629",1.18
"20160630",1.18
"20160701",1.18
"20160705",1.19
"20160706",1.18
"20160707",1.21
"20160708",1.22
"20160711",1.2
"20160712",1.18
"20160713",1.17
"20160714",1.21
"20160715",1.2
"20160718",1.22
"20160719",1.21
"20160720",1.26
"20160721",1.21
"20160722",1.26
"20160725",1.22
"20160726",1.27
"20160727",1.28
"20160728",1.25
"20160729",1.21
"20160801",1.23
"20160802",1.21
"20160803",1.22
"20160804",1.21
"20160805",1.19
"20160808",1.18
"20160809",1.19
"20160810",1.28
"20160811",1.27
"20160812",1.27
"20160815",1.3
"20160816",1.3
"20160817",1.3
"20160818",1.35
"20160819",1.33
"20160822",1.29
"20160823",1.32
"20160824",1.31
"20160825",1.3
"20160826",1.33
"20160829",1.33
"20160830",1.32
"20160831",1.31
"20160901",1.36
"20160902",1.4
"20160906",1.47
"20160907",1.45
"20160908",1.43
"20160909",1.38
"20160912",1.41
"20160913",1.43
"20160914",1.41
"20160915",1.39
"20160916",1.38
"20160919",1.39
"20160920",1.37
"20160921",1.3
"20160922",1.4
"20160923",1.36
"20160926",1.4
"20160927",1.28
"20160928",1.25
"20160929",1.19
"20160930",1.19
"20161003",1.2
"20161004",1.24
"20161005",1.25
"20161006",1.21
"20161007",1.23
"20161010",1.18
"20161011",1.18
"20161012",1.19
"20161013",1.18
"20161014",1.19
"20161017",1.17
"20161018",1.15
"20161019",1.22
"20161020",1.24
"20161021",1.23
"20161024",1.27
"20161025",1.32
"20161026",1.32
"20161027",1.29
"20161028",1.29
"20161031",1.29
"20161101",1.25
"20161102",1.25
"20161103",1.2
"20161104",1.23
"20161107",1.14
"20161108",1.12
"20161109",1.19
"20161110",1.19
"20161111",1.15
"20161114",1.09
"20161115",1.09
"20161116",1.08
"20161117",1.05
"20161118",1.08
"20161121",1.1
"20161122",1.04
"20161123",1.1
"20161125",1.09
"20161128",1.09
"20161129",1.13
"20161130",1.15
"20161201",1.1
"20161202",1.1
"20161205",1.09
"20161206",1.06
"20161207",1.1
"20161208",1.14
"20161209",1.13
"20161212",1.1
"20161213",1.08
"20161214",1.2
"20161215",1.3
"20161216",1.31
"20161219",1.25
"20161220",1.29
"20161221",1.25
"20161222",1.27
"20161223",1.25
"20161227",1.22
"20161228",1.29
"20161229",1.31
"20161230",1.33
"20170103",1.35
"20170104",1.34
"20170105",1.37
"20170106",1.3
"20170109",1.35
"20170110",1.3
"20170111",1.35
"20170112",1.37
"20170113",1.35
"20170117",1.35
"20170118",1.35
"20170119",1.37
"20170120",1.35
"20170123",1.36
"20170124",1.34
"20170125",1.35
"20170126",1.33
"20170127",1.31
"20170130",1.36
"20170131",1.35
"20170201",1.33
"20170202",1.34
"20170203",1.32
"20170206",1.26
"20170207",1.23
"20170208",1.21
"20170209",1.2
"20170210",1.17
"20170213",1.17
"20170214",1.18
"20170215",1.2
"20170216",1.19
"20170217",1.24
"20170221",1.26
"20170222",1.29
"20170223",1.25
"20170224",1.24
"20170227",1.22
"20170228",1.21
"20170301",1.14
"20170302",1.12
"20170303",1.12
"20170306",1.13
"20170307",1.11
"20170308",1.11
"20170309",1.12
"20170310",1.09
"20170313",1.0
"20170314",1.01
"20170315",1.09
"20170316",1.05
"20170317",1.08
"20170320",1.1
"20170321",1.09
"20170322",1.1
"20170323",1.05
"20170324",1.08
"20170327",1.04
"20170328",1.06
"20170329",1.04
"20170330",1.05
"20170331",1.05
"20170403",1.05
"20170404",1.05
"20170405",1.03
"20170406",1.09
"20170407",1.1
"20170410",1.09
"20170411",1.05
"20170412",1.05
"20170413",1.07
"20170417",1.07
"20170418",1.01
"20170419",1.01
"20170420",0.98
"20170421",1.0
"20170424",1.0
"20170425",1.04
"20170426",1.07
"20170427",1.06
"20170428",1.06
"20170501",1.03
"20170502",1.1
"20170503",1.09
"20170504",1.09
"20170505",1.11
"20170508",1.1
"20170509",1.15
"20170510",1.11
"20170511",1.06
"20170512",1.17
"20170515",1.15
"20170516",1.16
"20170517",1.12
"20170518",1.13
"20170519",1.15
"20170522",1.19
"20170523",1.2
"20170524",1.21
"20170525",1.22
"20170526",1.21
"20170530",1.2
"20170531",1.17
"20170601",1.11
"20170602",1.1
"20170605",1.05
"20170606",1.07
"20170607",1.08
"20170608",1.09
"20170609",1.1
"20170612",1.09
"20170613",1.06
"20170614",1.0
"20170615",1.01
"20170616",0.99
"20170619",1.0
"20170620",0.99
"20170621",0.97
"20170622",0.94
"20170623",0.97
"20170626",0.93
"20170627",0.98
"20170628",1.03
"20170629",1.0
"20170630",1.0
"20170703",1.0
"20170705",0.9
"20170706",0.87
"20170707",0.87
"20170710",0.85
"20170711",0.87
"20170712",0.88
"20170713",0.92
"20170714",0.92
"20170717",0.91
"20170718",0.91
"20170719",1.07
"20170720",1.04
"20170721",1.01
"20170724",1.0
"20170725",0.99
"20170726",1.0
"20170727",1.01
"20170728",0.99
"20170731",0.99
"20170801",0.99
"20170802",0.99
"20170803",0.97
"20170804",0.97
"20170807",0.96
"20170808",0.95
"20170809",0.95
"20170810",0.94
"20170811",0.95
"20170814",0.97
"20170815",0.95
"20170816",1.0
"20170817",1.0
"20170818",1.0
"20170821",0.99
"20170822",0.97
"20170823",0.95
"20170824",0.95
"20170825",0.93
"20170828",0.93
"20170829",0.95
"20170830",0.98
"20170831",1.07
"20170901",1.08
"20170905",1.1
"20170906",1.11
"20170907",1.12
"20170908",1.13
"20170911",1.09
"20170912",1.11
"20170913",1.11
"20170914",1.1
"20170915",1.15
"20170918",1.09
"20170919",1.19
"20170920",1.19
"20170921",1.2
"20170922",1.18
"20170925",1.2
"20170926",1.27
"20170927",1.37
"20170928",1.46
"20170929",1.49
"20171002",1.52
"20171003",1.4
"20171004",1.44
"20171005",1.45
"20171006",1.39
"20171009",1.35
"20171010",1.32
"20171011",1.39
"20171012",1.46
"20171013",1.4
"20171016",1.42
"20171017",1.39
"20171018",1.4
"20171019",1.38
"20171020",1.42
"20171023",1.48
"20171024",1.45
"20171025",1.39
"20171026",1.43
"20171027",1.39
"20171030",1.47
"20171031",1.43
"20171101",1.43
"20171102",1.4
"20171103",1.42
"20171106",1.4
"20171107",1.45
"20171108",1.4
"20171109",1.49
"20171110",1.58
"20171113",1.55
"20171114",1.54
"20171115",1.52
"20171116",1.5
"20171117",1.49
"20171120",1.48
"20171121",1.44
"20171122",1.53
"20171124",1.53
"20171127",1.5
"20171128",1.46
"20171129",1.44
"20171130",1.59
"20171201",1.55
"20171204",1.59
"20171205",1.53
"20171206",1.5
"20171207",1.43
"20171208",1.4
"20171211",1.42
"20171212",1.46
"20171213",1.47
"20171214",1.48
"20171215",1.44
"20171218",1.38
"20171219",1.4
"20171220",1.39
"20171221",1.38
"20171222",1.42
"20171226",1.54
"20171227",1.59
"20171228",1.59
"20171229",1.59
"20180102",1.95
"20180103",1.93
"20180104",1.94
"20180105",1.94
"20180108",1.9
"20180109",1.89
"20180110",1.96
"20180111",2.01
"20180112",2.02
"20180116",2.02
"20180117",2.04
"20180118",2.07
"20180119",2.08
"20180122",2.2
"20180123",2.15
"20180124",2.12
"20180125",2.01
"20180126",1.95
"20180129",1.73
"20180130",1.75
"20180131",2.01
"20180201",2.16
"20180202",2.09
"20180205",2.02
"20180206",1.96
"20180207",2.02
"20180208",2.01
"20180209",2.0
"20180212",1.93
"20180213",1.9
"20180214",1.92
"20180215",1.88
"20180216",1.83
"20180220",1.8
"20180221",1.82
"20180222",1.8
"20180223",1.78
"20180226",1.82
"20180227",1.86
"20180228",1.95
"20180301",1.99
"20180302",2.02
"20180305",1.97
"20180306",1.99
"20180307",1.97
"20180308",1.95
"20180309",1.95
"20180312",1.92
"20180313",1.8
"20180314",1.86
"20180315",1.91
"20180316",1.95
"20180319",1.91
"20180320",1.74
"20180321",1.78
"20180322",1.7
"20180323",1.65
"20180326",1.52
"20180327",1.6
"20180328",1.61
"20180329",1.6
"20180402",1.55
"20180403",1.58
"20180404",1.6
"20180405",1.6
"20180406",1.56
"20180409",1.61
"20180410",1.84
"20180411",1.9
"20180412",1.85
"20180413",1.79
"20180416",1.74
"20180417",1.78
"20180418",1.65
"20180419",1.6
"20180420",1.61
"20180423",1.61
"20180424",1.59
"20180425",1.54
"20180426",1.52
"20180427",1.56
"20180430",1.57
"20180501",1.55
"20180502",1.51
"20180503",1.48
"20180504",1.48
"20180507",1.56
"20180508",1.48
"20180509",1.51
"20180510",1.46
"20180511",1.47
"20180514",1.47
"20180515",1.44
"20180516",1.44
"20180517",1.44
"20180518",1.46
"20180521",1.43
"20180522",1.44
"20180523",1.45
"20180524",1.5
"20180525",1.54
"20180529",1.49
"20180530",1.45
"20180531",1.53
"20180601",1.47
"20180604",1.49
"20180605",1.51
"20180606",1.49
"20180607",1.46
"20180608",1.42
"20180611",1.45
"20180612",1.48
"20180613",1.46
"20180614",1.44
"20180615",1.4
"20180618",1.31
"20180619",1.34
"20180620",1.35
"20180621",1.32
"20180622",1.31
"20180625",1.28
"20180626",1.25
"20180627",1.28
"20180628",1.18
"20180629",1.09
"20180702",1.08
"20180703",1.07
"20180705",1.08
"20180706",1.18
"20180709",1.25
"20180710",1.3
"20180711",1.1
"20180712",1.15
"20180713",1.13
"20180716",1.2
"20180717",1.17
"20180718",1.2
"20180719",1.28
"20180720",1.2
"20180723",1.17
"20180724",1.1
"20180725",1.16
"20180726",1.2
"20180727",1.15
"20180730",1.14
"20180731",1.13
"20180801",1.14
"20180802",1.1
"20180803",1.12
"20180806",1.06
"20180807",1.04
"20180808",1.05
"20180809",1.03
"20180810",1.0
"20180813",1.0
"20180814",0.92
"20180815",0.9
"20180816",1.0
"20180817",1.06
"20180820",1.06
"20180821",1.04
"20180822",1.03
"20180823",0.99
"20180824",1.01
"20180827",1.06
"20180828",1.04
"20180829",1.06
"20180830",1.01
"20180831",1.02
"20180904",1.03
"20180905",1.06
"20180906",1.05
"20180907",1.02
"20180910",1.02
"20180911",1.01
"20180912",1.03
"20180913",1.04
"20180914",1.07
"20180917",1.01
"20180918",1.01
"20180919",1.01
"20180920",1.0
"20180921",1.0
"20180924",0.99
"20180925",0.99
"20180926",0.98
"20180927",0.94
"20180928",0.95
"20181001",0.95
"20181002",0.94
"20181003",1.0
